16
(992,398)
(819,1477)
(582,1909)
(1234,232)
(1156,1779)
(1864,362)
(1153,141)
(1376,871)
(573,684)
(164,974)
(761,1213)
(628,1542)
(1031,1451)
(591,706)
(996,191)
(481,596)
(13,1110)
(1758,1554)
(1505,1814)
(298,1818)
(1943,526)
(1180,1486)
(245,1074)
(966,94)
(1064,939)
(1779,1935)
(1392,1629)
(496,1327)
(514,116)
(1536,816)
(839,650)
(1349,1345)
(633,1092)
(1344,397)
(1564,1915)
(1435,1263)
(929,1608)
(1099,1575)
(1705,46)
(1321,814)
(1976,895)
(1303,951)
(203,1393)
(678,981)
(1455,1212)
(1507,1724)
(1238,1293)
(1414,1335)
(1651,628)
(1265,672)
(140,787)
(1921,171)
(437,1686)
(1243,1126)
(1076,503)
(197,214)
(281,1572)
(1220,1771)
(584,986)
(1213,1919)
(586,1499)
(246,143)
(642,1338)
(740,1474)
(1959,1722)
(704,112)
(1048,715)
(328,332)
(1486,631)
(1866,1587)
(1921,1219)
(374,1372)
(1627,1991)
(1241,47)
(285,1548)
(1082,1470)
(1285,1755)
(1848,351)
(537,1568)
(514,537)
(1783,644)
(1594,1034)
(403,1162)
(1337,1896)
(1230,467)
(1621,1354)
(1127,143)
(807,1056)
(29,440)
(418,1759)
(72,1989)
(1293,1687)
(916,1328)
(1904,110)
(75,963)
(989,1974)
(1357,329)
(363,643)
(1435,1205)
(1966,982)
(1608,1227)
(1532,222)
(1245,801)
(1611,547)
(630,1959)
(468,1804)
(638,1172)
(150,561)
(1427,923)
(1113,843)
(1258,908)
(51,1537)
(403,1395)
(1786,1662)
(1465,1659)
(1180,1156)
(873,1046)
(1317,1060)
(99,956)
(77,1048)
(1027,793)
(1052,495)
(781,1215)
(80,1485)
(278,1951)
(1400,1564)
(187,442)
(293,1396)
(856,1380)
(984,693)
(200,1620)
(422,1065)
(1231,903)
(400,1438)
(23,1538)
(1549,719)
(1084,1003)
(95,265)
(41,676)
(508,1345)
(790,1970)
(1868,1865)
(159,1120)
(1798,592)
(1652,924)
(1782,1807)
(662,1491)
(430,1118)
(871,445)
(308,1517)
(482,782)
(1295,490)
(364,577)
(1374,238)
(6,1280)
(1337,56)
(1649,144)
(691,1840)
(787,1238)
(1210,340)
(1865,234)
(771,1501)
(250,1726)
(1385,1978)
(1778,1562)
(994,1393)
(1648,1615)
(1774,430)
(1869,443)
(1644,1342)
(574,1213)
(1983,334)
(1928,1861)
(1498,1341)
(73,1487)
(1873,1375)
(669,100)
(697,89)
(1937,1404)
(582,259)
(1887,1802)
(46,485)
(1922,1905)
(485,677)
(893,785)
(1502,1175)
(852,891)
(1456,1949)
(1787,602)
(1770,1688)
(373,1182)
(1183,799)
(114,632)
(733,429)
(1786,1348)
(110,465)
(681,527)
(228,1986)
(944,70)
(1080,1425)
(213,1374)
(1774,1510)
(1924,1704)
(884,818)
(18,23)
(1591,1615)
(985,1312)
(131,1655)
(601,973)
(1432,1092)
(1712,1260)
(1375,1649)
(1642,1334)
(868,1390)
(1844,1147)
(44,85)
(157,1683)
(1874,1649)
(1063,118)
(603,1249)
(1714,623)
(1897,1600)
(1346,60)
(555,386)
(723,342)
(687,1447)
(692,1684)
(1896,601)
(1752,761)
(906,1484)
(444,637)
(936,1774)
(883,1038)
(1930,1837)
(499,1454)
(1570,401)
(1336,1201)
(224,60)
(1037,1851)
(1016,70)
(631,1736)
(1024,730)
(256,255)
(169,1990)
(790,121)
(1541,1687)
(1079,48)
(693,1427)
(237,943)
(604,1249)
(269,1868)
(1666,141)
(171,1654)
(938,1869)
(897,24)
(1208,1891)
(960,1752)
(1401,680)
(1051,1811)
(1530,1084)
(384,1176)
(1367,0)
(1879,403)
(1001,579)
(1046,393)
(357,979)
(1510,1800)
(1242,220)
(848,1716)
(1713,738)
(1119,1840)
(1644,1343)
(974,1097)
(1952,102)
(1505,529)
(133,1314)
(1504,1574)
(800,1383)
(412,34)
(620,1261)
(738,911)
(1636,1829)
(1835,622)
(372,14)
(474,1717)
(938,197)
(584,496)
(380,973)
(863,1109)
(174,156)
(1604,1310)
(219,328)
(886,1995)
(946,164)
(70,130)
(1305,1599)
(793,269)
(1894,506)
(544,224)
(643,1548)
(1700,1235)
(1642,544)
(434,1537)
(1519,568)
(965,1671)
(199,445)
(169,929)
(807,0)
(605,587)
(1294,1228)
(1136,1619)
(1031,1846)
(884,1158)
(1078,312)
(1069,352)
(596,290)
(368,805)
(338,1215)
(402,810)
(661,420)
(1430,1566)
(330,178)
(1210,1082)
(711,409)
(790,323)
(877,1241)
(99,345)
(1125,1672)
(466,800)
(1509,1581)
(900,245)
(1650,1543)
(1978,700)
(1222,1854)
(231,52)
(1782,352)
(1305,1108)
(1527,199)
(1856,941)
(1550,15)
(1713,388)
(133,1081)
(729,238)
(325,75)
(940,126)
(1256,1737)
(70,692)
(1019,1629)
(1287,115)
(46,731)
(1458,750)
(1542,1304)
(726,1551)
(264,1252)
(1668,1020)
(1467,761)
(184,1194)
(1423,1683)
(872,738)
(370,1260)
(532,1017)
(517,764)
(1138,630)
(1290,756)
(1538,329)
(244,35)
(330,833)
(41,305)
(1965,1069)
(736,125)
(939,136)
(614,1894)
(832,947)
(119,178)
(1884,492)
(1096,1463)
(241,1530)
(1348,1804)
(973,1262)
(945,438)
(1445,1896)
(1340,702)
(1136,1474)
(581,850)
(1875,1001)
(1856,464)
(1528,578)
(1990,832)
(1965,658)
(1303,786)
(1220,555)
(718,801)
(994,258)
(1443,1951)
(870,1617)
(1224,793)
(1606,1066)
(717,1291)
(846,418)
(445,345)
(1614,747)
(508,943)
(1546,911)
(1475,1158)
(1407,636)
(1290,1423)
(1660,1228)
(1754,841)
(527,174)
(379,185)
(1157,1288)
(1379,1680)
(1773,1844)
(644,1475)
(1217,1090)
(1008,352)
(1408,1591)
(1384,1108)
(1272,1877)
(1121,85)
(434,949)
(687,1952)
(1664,907)
(1053,1364)
(790,130)
(1377,1383)
(578,1956)
(436,412)
(1725,804)
(1441,1328)
(1445,1090)
(69,1982)
(348,236)
(1746,667)
(1088,689)
(234,1184)
(211,579)
(1105,1568)
(1693,477)
(468,1770)
(393,1422)
(164,1185)
(1827,202)
(1220,738)
(782,22)
(811,1251)
(1768,160)
(1897,267)
(167,1538)
(323,1673)
(1968,1734)
(1926,30)
(335,1377)
(1161,1413)
(879,27)
(1635,108)
(181,903)
(256,633)
(830,1954)
(502,805)
(1451,1180)
(1978,1268)
(797,1645)
(737,85)
(86,747)
(1812,864)
(917,1303)
(934,169)
(169,749)
(1162,657)
(405,355)
(642,191)
(982,1825)
(1464,867)
(1447,1845)
(1551,521)
(811,384)
(1669,579)
(65,1715)
(328,376)
(1286,1581)
(176,250)
(725,763)
(1727,1129)
(869,934)
(865,1947)
(1069,804)
(739,334)
(1690,563)
(1679,1443)
(1737,498)
(703,1368)
(1176,193)
(709,429)
(782,1296)
(852,1954)
(1572,1525)
(732,1753)
(650,1020)
(219,1086)
(1603,1330)
(391,1322)
(1123,1857)
(1704,1445)
(1160,980)
(484,1524)
(1409,1133)
(38,831)
(54,1198)
(130,601)
(1668,1473)
(1500,1770)
(1337,1125)
(1028,76)
(344,690)
(1032,336)
(273,450)
(1245,627)
(1116,1173)
(685,0)
(932,277)
(1096,744)
(854,770)
(789,759)
(1740,614)
(1250,404)
(1586,779)
(867,596)
(1020,1833)
(554,1863)
(510,684)
(1826,846)
(1948,29)
(649,1953)
(1292,515)
(1081,1361)
(1606,1060)
(145,608)
(1460,1019)
(1187,355)
(30,1813)
(596,1307)
(1755,1489)
(493,710)
(1131,783)
(1320,1838)
(1768,264)
(1974,799)
(1995,473)
(1107,1201)
(505,259)
(1405,998)
(79,124)
(302,1705)
(1333,1137)
(153,1481)
(1077,1341)
(1061,1128)
(1759,1406)
(1200,1859)
(1623,1469)
(1891,1440)
(1998,310)
(1026,78)
(1170,224)
(727,85)
(1953,1764)
(1525,927)
(1947,947)
(172,1074)
(1419,663)
(956,1007)
(213,486)
(1275,530)
(686,279)
(1676,843)
(1575,1114)
(1787,309)
(1660,508)
(918,1277)
(1250,585)
(1222,679)
(417,1253)
(1599,1784)
(486,794)
(619,1967)
(1252,1576)
(1714,1681)
(1009,62)
(1415,22)
(229,874)
(102,1639)
(1201,1300)
(835,1141)
(563,982)
(438,309)
(1653,1291)
(1684,692)
(413,1763)
(520,1256)
(1339,1074)
(372,1160)
(368,1002)
(905,1787)
(1319,1191)
(1654,1337)
(1779,497)
(1622,516)
(1987,646)
(366,1815)
(577,898)
(1570,1757)
(822,213)
(1985,946)
(437,1362)
(1168,1395)
(133,690)
(416,1327)
(566,172)
(677,968)
(347,563)
(186,237)
(1734,1682)
(1955,674)
(1991,1320)
(831,587)
(379,401)
(171,1494)
(332,1244)
(1414,778)
(845,371)
(4,1486)
(1540,1212)
(879,93)
(1520,1414)
(693,1060)
(649,1852)
(779,1470)
(1371,1729)
(972,1988)
(244,311)
(79,1529)
(1139,1026)
(655,1603)
(1964,229)
(1273,1185)
(1456,704)
(773,1564)
(1274,407)
(1608,612)
(156,1573)
(1699,244)
(967,1604)
(1661,725)
(46,1268)
(590,151)
(322,606)
(1244,572)
(198,186)
(223,355)
(635,976)
(252,656)
(1289,1589)
(394,973)
(1766,1032)
(1890,211)
(166,618)
(1638,1527)
(1560,832)
(1120,331)
(1140,1087)
(913,1415)
(1950,1170)
(957,281)
(219,559)
(1282,1816)
(1062,268)
(925,573)
(1926,1007)
(426,683)
(666,169)
(1106,987)
(456,863)
(1818,634)
(1526,63)
(775,1581)
(1037,607)
(1048,53)
(1492,176)
(650,246)
(19,527)
(367,44)
(1049,436)
(884,43)
(1960,562)
(402,481)
(613,1920)
(1252,817)
(1236,217)
(1676,1698)
(1816,743)
(1310,1197)
(1374,295)
(1756,1421)
(1395,874)
(314,442)
(1807,1246)
(1826,1973)
(864,1218)
(1757,614)
(1820,260)
(1441,95)
(47,532)
(408,1629)
(1658,1446)
(37,545)
(125,777)
(1518,171)
(47,1443)
(1050,192)
(428,637)
(1310,1706)
(451,1311)
(955,1389)
(1364,547)
(538,960)
(668,792)
(426,1527)
(1562,1497)
(728,1122)
(1419,1302)
(1384,1966)
(739,1899)
(1695,1687)
(1146,1739)
(1832,1290)
(134,1959)
(251,1564)
(911,1656)
(736,1068)
(1256,672)
(1033,1469)
(853,493)
(1118,1238)
(361,142)
(499,764)
(885,1317)
(1976,309)
(77,1026)
(902,317)
(1064,1300)
(45,779)
(1940,1215)
(1066,1299)
(1416,852)
(261,969)
(734,1430)
(376,1590)
(601,529)
(1193,638)
(1890,809)
(500,319)
(1156,1998)
(1320,1459)
(1686,1777)
(666,935)
(1901,559)
(163,1103)
(1854,816)
(1198,1245)
(444,277)
(1330,1681)
(1841,421)
(1870,246)
(2,553)
(1622,1769)
(740,324)
(1568,690)
(1970,1904)
(1522,1193)
(1632,1167)
(409,1684)
(176,739)
(196,835)
(1055,1833)
(155,1961)
(549,760)
(384,1906)
(1970,1294)
(1262,1274)
(155,837)
(1418,277)
(635,1564)
(228,1638)
(1788,1127)
(1651,1052)
(146,1331)
(215,546)
(748,793)
(1565,1735)
(770,1429)
(748,1815)
(739,1551)
(1319,1947)
(164,1773)
(150,1905)
(832,977)
(637,1740)
(409,1853)
(238,715)
(99,620)
(771,1647)
(178,1445)
(1316,539)
(468,1114)
(446,248)
(1080,1834)
(15,1562)
(431,833)
(1958,3)
(1611,378)
(179,1768)
(772,1876)
(1665,610)
(1178,80)
(1741,829)
(1176,1030)
(65,685)
(795,1646)
(503,956)
(77,617)
(980,795)
(1516,623)
(528,79)
(935,1066)
(369,1488)
(746,263)
(639,1093)
(536,623)
(1493,507)
(846,794)
(408,1380)
(1122,1614)
(1372,1910)
(1612,40)
(1917,1808)
(867,220)
(181,410)
(260,292)
(295,301)
(819,1892)
(559,1176)
(655,641)
(1939,812)
(795,1690)
(1161,1103)
(1010,1143)
(885,720)
(1865,1024)
(1749,344)
(1090,324)
(1233,1167)
(1555,371)
(1296,537)
(1198,525)
(515,1458)
(451,601)
(1610,1377)
(807,1397)
(339,563)
(516,958)
(1537,965)
(221,1940)
(1486,317)
(68,304)
(1382,1929)
(1702,474)
(1345,1790)
(1341,23)
(949,188)
(1381,1638)
(1674,956)
(1577,1145)
(437,313)
(1856,1004)
(904,750)
(1211,745)
(739,1843)
(357,1943)
(1940,296)
(208,45)
(1099,1217)
(1790,451)
(346,833)
(1537,811)
(1442,1472)
(1610,586)
(1523,1825)
(668,1928)
(1932,534)
(846,804)
(1019,590)
(548,1687)
(1884,166)
(1908,1116)
(675,1690)
(1709,184)
(1112,1649)
(1871,773)
(145,1947)
(1706,1274)
(1189,1486)
(27,192)
(940,663)
(13,1954)
(2,1235)
(911,288)
(841,996)
(1282,730)
(1033,893)
(1538,1171)
(1952,1042)
(1421,306)
(1490,1078)
(1000,292)
(1554,626)
(1989,1661)
(1981,21)
(946,898)
(1184,252)
(492,584)
(1799,1356)
(707,1171)
(1855,1912)
(645,1871)
(1179,1530)
(1266,36)
(441,1882)
(1179,1012)
(217,605)
(522,88)
(163,1016)
(491,69)
(1654,1890)
(29,260)
(1373,1459)
(825,1817)
(1449,911)
